case_id,institute,program,degree,season,decision,notification,result_date,undergrad gpa,gre_v,gre_q,gre_w,gre_subject,status,submit_date,notes
530291,Rensselaer Polytechnic Institute (RPI),"Department Of Mechanical,  Aerospace And Nuclear Engineering(MANE)",PhD,F17,Rejected,via E,24 May 2017,,,,,,I,24 May 2017,"The admission committee notified that if there is no acceptance this late then this should be considered as a rejection. My opinion is also the same, dont bother waiting for an acceptance if there is still no response. Terrible admission procedure wasting people's time."
530288,Abilene Christian Univeristy,"CDDS Speech Language Pathology,  Communication Disorders",Masters,F17,Accepted,via E,23 May 2017,,,,,,A,24 May 2017,So excited because this was my top choice! I would love to know if there is a facebook group!
530285,Abilene Christian University,Speech Pathology,Masters,F17,Accepted,via E,23 May 2017,,,,,,,23 May 2017,Is there a facebook page for the Fall 2017 cohort?
530284,The University Of Texas At Arlington - UT Arlington - UTA,Physics,PhD,F17,Accepted,via E,15 May 2017,3.54,151.0,166.0,3.5,740,I,23 May 2017,"TA ship of 18000$ for nine months along with 85% tuition fee waiver and summer appointmentship for two months ( amount based on need ) 
"
530279,University Of Cambridge,Advanced Computer Science (ACS),Masters,F17,,via Phone,23 May 2017,,,,,,A,23 May 2017,"Interviewed last week, received unofficial confirmation of acceptance."
530268,"McGill University (Montreal, Canada)",2 Yr Master Of Architecture,Masters,F17,,via E,23 May 2017,,,,,,O,23 May 2017,"Canadian. Have four internships, in European offices and Japan. Coming from another strong masters arch school... still havent heard much other than my app has been submitted. Wondering if others are on the same boat."
530253,RWTH AACHEN Technische Hochschule Aachen (RWTH Aachen),Simulation Sciences Msc,Masters,F17,Accepted,via E,22 May 2017,,,,,,I,23 May 2017,If there is a whatsapp group please notify.
530252,Rensselaer Polytechnic Institute (RPI),"Department Of Mechanical,  Aerospace And Nuclear Engineering(MANE)",PhD,F17,,via E,23 May 2017,,,,,,O,23 May 2017,"The grad office says they are going thru evaluation process as fast as they could. I doubt that because I applied way back in december and no words yet. They also told me to accept other ""promising"" offers, so I would not be hopeful at the moment if no offer has been made. I am sure that eventough an offer comes this late it would be w/o funding. Very frustrating and disappointing."
530251,"Washington State University (WSU), Pullman",Agricultural And Biological Engineering,Masters,F17,Accepted,via E,17 May 2017,,,,,,I,23 May 2017,
530250,Texas Tech University Health Science Center,Audiology,Other,F17,,via Other,23 May 2017,,,,,,O,23 May 2017,Are they even still accepting people?
530243,HEC Paris,Business Administration - Marketing (CB),PhD,F17,,via Other,22 May 2017,,,,,,I,22 May 2017,"To anyone applied to HEC Paris, did you hear for interviews from the second round of applications?"
530231,Australian National University (ANU),Computer Science,Masters,F17,Accepted,via E,30 Apr 2017,,,,,,I,22 May 2017,"To the poster below who's admitted into ANU's Masters in Computing, how can I contact you? I recently got an admit and want to find out more about the program too"
530228,Texas Tech University Health Sciences Center,Audiology,Other,F17,Accepted,via Phone,29 Mar 2017,,,,,,A,22 May 2017,"For those asking about a waitlist, it's not ranked for either the AuD or M.S. SLP."
530214,University Of Alberta,Physical Education And Recreation,Masters,F17,Accepted,via Website,19 May 2017,,,,,,I,21 May 2017,
530213,RWTH Aachen University,Automotive Engineering,Masters,F17,Accepted,via Website,17 May 2017,,,,,,I,21 May 2017,"GPA: 4.48/5.0; no publications, a few years job experience, IELTS 7.5"
530207,ESSEC Business School,Accounting And Control,PhD,F17,,via Other,20 May 2017,,,,,,I,20 May 2017,any news?
530206,"Mississippi State University, Starkville, (MSU)",(Applied Mathematics),Masters,F17,Accepted,via E,20 Apr 2017,,,,,,,20 May 2017,please who has heard from Dr. Corlis about funding
530204,University Of Alberta (U Of A),( ECE ) Electrical And Computer Engineering,Masters,F17,,via E,20 May 2017,,,,,,,20 May 2017,To the poster below; what were your credentials
530201,U Of Alberta,( ECE ) Electrical And Computer Engineering - Control,Masters,F17,Rejected,via Website,19 May 2017,,,,,,I,20 May 2017,"Checked website and its a negative result.
Hoping for acceptance from UVic.."
530189,U Of Alberta,Engineering Management,Masters,F17,Rejected,via Website,19 May 2017,,,,,,I,19 May 2017,Logged into the website and saw the result. Undergrad in Mechanical Engineering and 12 years of work experience in a power plant in a middle management position.
530187,York University Canada,Master Of Public And International Affairs (MPIA),Masters,F17,,via Other,19 May 2017,,,,,,O,19 May 2017,"Has anyone heard back for the MPIA for Fall 2017? Status still says ""No Decision Yet"""
530186,(SUNY) Stony Brook,Adv. Materials Science And Engineering,PhD,F17,Accepted,via E,19 May 2017,,,,,,O,19 May 2017,"Hello, for the poster below. I got the same offer. Did you get financial support? are you going to accept? I will accept if I get a loan or some kind of support."
530182,"Queens College, CUNY",Art History,Masters,F17,Accepted,via Website,17 May 2017,,,,,,A,19 May 2017,
530177,McGill University,Atmospheric & Oceanic Sciences,PhD,F17,Rejected,via E,19 May 2017,3.13,157.0,168.0,4.0,n/a,I,19 May 2017,"Good LoRs; Master's thesis in the relevant discipline; 3 internships -  1 international; 1 article in a conference proceeding. Had a long trail of conversations via email with the prospective supervisor. Despite his interest, he couldn't promise me a position due to funding constraints."
530176,Renssalear Polytechnic Institute (RPI),"Department Of Mechanical,  Aerospace And Nuclear Engineering(MANE)",PhD,F17,,via E,19 May 2017,,,,,,U,19 May 2017,"Did anyone get the offer from the second round? It's very late date in the processing, they told me not to wait anymore."
530172,Massachusetts Institute Of Technology (MIT),Aeronautics And Astronautics,Masters,F17,,via E,28 Feb 2017,,,,,,I,19 May 2017,I was wait listed and told that I would hear back by June 1st. I still haven't heard back. Has anyone on the wait list heard anything?
530171,University Of Calgary,3 Yr Master Of Architecture,Masters,F17,Accepted,via E,18 May 2017,,,,,,O,19 May 2017,off the wait list. :D
530169,McGill,Bachelor Of Arts,Other,F17,,via Website,19 May 2017,,,,,,O,19 May 2017,"Applied for McGill Faculty of Arts (undergrad). Only just notified today that they've reviewed my application and the ""decision is pending"". How is this different from being on a waiting list? Is anyone else in the same boat? The clock is ticking down and I'm biting my nails!"
530159,University Of Texas (UT Austin),Adv. Materials Science And Engineering,PhD,F17,Rejected,via Website,18 May 2017,,,,,,I,19 May 2017,sad
530158,Stonny Brook University (SUNNY),Adv. Materials Science And Engineering,PhD,F17,Accepted,via E,19 May 2017,,,,,,A,19 May 2017,"Hello, for the poster below. I also got accepted but no financial support, did you get any? are you going to accept the offer? I may, If I can get a federal loan."
530154,Rice University,Computational And Applied Mathematics (CAAM),Masters,F17,Rejected,via E,18 May 2017,,,,,,A,18 May 2017,"Not surprised since it came so late, I've already decided on another program. Mid-May is really unreasonable to be hearing back."
530151,University Of Calgary,Master Of Architecture - Foundation Year,Masters,F17,Accepted,via E,18 May 2017,,,,,,O,18 May 2017,"Canadian. Accepted off the waitlist today, I'm thrilled!!!"
530150,University Of Alberta (U Of A),( ECE ) Electrical And Computer Engineering ) Electrical And Computer Engineering,Masters,F17,,via Other,18 May 2017,,,,,,O,18 May 2017,"To the poster below, nothing yet."
530149,The Courtauld Insitute Of Art,History Of Art,Masters,F17,Accepted,via E,11 May 2017,,,,,,U,18 May 2017,Accepted off the waitlist... over the moon!
530148,Alabama A&M University,Comunication Sciences&Disorders/Speech Language Pathology,Masters,F17,,via Other,18 May 2017,,,,,,A,18 May 2017,For those who heard from Alabama A&M how were you notified and when did you get the notification. I'm still waiting
530138,Fordham Graduate School Of Business,Applied Statistics,Masters,F17,Accepted,via E,4 Apr 2017,4.00,156.0,160.0,4.5,710,A,18 May 2017,
530137,Armstrong State University,CSD Speech Language Pathology,Masters,F17,Accepted,via E,18 May 2017,,,,,,A,18 May 2017,"Looking for a roommate in Savannah, preferably another graduate student in the CSDS program! I completed my undergraduate program here and already have an apartment with a room available. Email me if you're also accepted and interested! Sd2483@stu.armstrong.edu"
530126,"Bonn Cologne Graduate School Of Physics And Astronomy, BCGS",Physics,Masters,F17,,via Other,18 May 2017,,,,,,O,18 May 2017,"To the poster below, I would send an email and/or give them a call if you haven't heard back. Maybe an rmailgot lost through spam filters or they forgot, but you should definitely call if it's past the deadline they set."
530124,Univeristy Of Alberta,( ECE ) Electrical And Computer Engineering,Masters,F17,,via Other,18 May 2017,,,,,,I,18 May 2017,Hello guys any further updates for ECE MEng. program fall 2017??
530123,RWTH AACHEN,Electrical Power Engineering,Masters,F17,Accepted,via E,16 May 2017,,,,,,I,18 May 2017,"4 International Publications, IELTS band score 8.0 ( Reading-9, Listening-8, Speaking 7.5, Writing 7)"
530120,Virginia Polytechnic And State University (Virginia Tech),Animal And Poultry Science,PhD,F17,Accepted,via E,18 May 2017,,,,,,A,18 May 2017,"low GPA but extensive industry experience. Awarded a fellowship for 3 years of funding for straight to PhD program. 4 years research experience, 4 publications, strong LORs.
"
530116,"Bonn Cologne Graduate School Of Physics And Astronomy, BCGS",MSc Physics,Masters,F17,,via E,21 Apr 2017,,,,,,I,18 May 2017,"I have received a conditional acceptance to the masters program, subject to the verification of my degrees. They told me the verification process may take till end of April. It is mid May now and I have not got an answer. Wondering if anybody else is in the same situation or know how long does the verification process takes."
530103,University Of Texas At Austin,Materials Science And Engineering,Masters,F17,Rejected,via E,17 May 2017,3.79,158.0,168.0,5.0,n/a,I,17 May 2017,
530102,Alabama A & M University,Communication Sciences & Disorders / Speech Pathology,Masters,F17,,via Other,17 May 2017,3.42,147.0,144.0,3.5,n/a,A,17 May 2017,CSD GPA 3.59; I declined as I've decided to go somewhere else closer to home. Hope this helps someone out! Best of luck to all!
530101,"(University Of California, Los Angeles (UCLA)",Animation,MFA,F17,Rejected,via E,17 May 2017,,,,,,A,17 May 2017,Got email and re-directed to UCLA Graduate Status website where my rejection letter was. School reported they're late with sending out decisions due to moving to new application interface for those who are still waiting. (Their tech/facilities real outdated) Best of luck!
530100,The Iniversity Of Alberta,( ECE ) Electrical And Computer Engineering ) Electrical And Computer Engineering,PhD,F17,Rejected,via E,17 May 2017,,,,,,I,17 May 2017,
530099,Adelphi Manhattan Campus,Communication Science & Disorders/ Speech Language Pathology,Masters,F17,,via Other,17 May 2017,,,,,,,17 May 2017,Is there a facebook group for the Adelphi Manhattan Center campus yet?
530097,OCAD,"Interdisciplinary Masters In Art,  Media & Design",Masters,F17,,via E,25 Apr 2017,,,,,,I,17 May 2017,
530083,University Of Texas At Austin (UT Austin),( ECE ) Electrical Engineering,PhD,F17,,via Other,17 May 2017,,,,,,I,17 May 2017,"To the posters below: I am in the same situation. I emailed the Grad Office ten days ago. They told me they cannot keep track of a specific application and I have to wait for the official response. I dont have any hopes, though."
530082,"The University Of Alabama At Birmingham, UAB",Health Physics,Masters,F17,,via E,17 May 2017,3.55,153.0,153.0,4.0,n/a,A,17 May 2017,
530081,Alabama A & M University,Communication Sciences & Disorders / Speech Language Pathology,Masters,F17,Accepted,via Phone,17 May 2017,3.42,147.0,144.0,3.5,n/a,A,17 May 2017,CSD GPA: 3.59; Have until 5/19 to Accept or Decline. Will post decision in a few days!
530067,"Ryerson University, Canada",Master Of Public Policy And Administration (MPPA),Masters,F17,Rejected,via E,16 May 2017,,,,,,I,16 May 2017,No surprise here. Applied in December.
530055,University Of Texas At Austin (UT Austin),Aerospace,Masters,F17,Rejected,via E,7 Apr 2017,,,,,,I,16 May 2017,
530054,Virginia Polytechnic And State University (Virginia Tech),Aerospace,Masters,F17,Rejected,via E,27 Mar 2017,,,,,,I,16 May 2017,
530053,Gatech (Georgia Tech),Aerospace,Masters,F17,Rejected,via E,23 Mar 2017,,,,,,I,16 May 2017,
530052,The University Of Cincinnati,Aerospace,Masters,F17,Rejected,via E,1 May 2017,,,,,,I,16 May 2017,"They offered me MEng. with $10,000 scholarship...but I turned it down as I want to do MS"
530051,Purdue University West Lafatette,Aerospace,Masters,F17,Rejected,via E,9 May 2017,,,,,,I,16 May 2017,
530047,RWTH AACHEN Technische Hochschule Aachen (RWTH Aachen),Electrical Power Engineering,Masters,F17,Accepted,via E,16 May 2017,3.78,147.0,158.0,3.5,n/a,I,16 May 2017,Just prepare strong sop and lor. I believe my lors from my employer and professor gave me the admit.
530044,University Of Albert,Advanced Mechanical Engineering,Masters,F17,,via Other,16 May 2017,,,,,,I,16 May 2017,Have anyone received any news or emails from Alberta for M.Eng pls share waiting since Feb
530042,Alberta University,Biostatisics,Masters,F17,,via Other,16 May 2017,,,,,,I,16 May 2017,"Hi, anyone here gotten a feedback from Biostatistics? Been waiting since January."
530039,KAUST ( King Abdullah University Of Science And Technology),Marine Science,Masters,F17,,via E,10 May 2017,,,,,,I,16 May 2017,Has anyone had the face-to-face interview? Wondering what to expect?
530037,"UCLA (University Of California, Los Angeles)",( ECE ) Electrical Engineering,PhD,F17,Accepted,via E,15 May 2017,,,,,,I,16 May 2017,"At first, I got a rejection letter from UCLA in late April. However, a sudden surprise came at last week when one of the POI actively emailed me that he dismissed my graduate application during the application stage because of some administrative responsibilities. He just noticed that I've done a good work because of my top conference paper and asked me whether I'm still interested in EE PhD program in UCLA. If so, he could arrange an interview very shortly and then if he decides I'm indeed a good fit after the interview, he can admit me to UCLA. Therefore, I got an unprecedented excellent opportunity to go to UCLA in such a late time! Rejection letter turned into an offer! What a miracle!"
530030,"Ryerson University, Canada",Data Science And Analytics,Masters,F17,,via Other,16 May 2017,,,,,,O,16 May 2017,Anyone who has not heard from the program yet?
530029,Simon Fraser University (SFU),Interactive Arts And Technology,Masters,F17,,via Other,16 May 2017,,,,,,O,16 May 2017,I'm starting to get worried about my chance of getting into this program...
530025,Auburn University,Pharmaceutical Science,PhD,F17,,via Other,16 May 2017,3.55,153.0,153.0,4.0,n/a,A,16 May 2017,Does anyone know if they're still accepting people to this program at this point? Have yet to hear back...
530023,University Of Texas At Austin,Comm Sciences & Disorders/Speech-Language Pathology,Masters,F17,,via Other,16 May 2017,,,,,,A,16 May 2017,UT Austin people--is there a facebook group yet?
530022,University Of Texas At Austin,Comm Sciences & Disorders/Speech-Language Pathology,Masters,F17,Accepted,via E,11 May 2017,,,,,,A,16 May 2017,I was accepted off the waitlist last Thursday (I was #24 and was not expecting it at all! I had asked them a while back what my number was and they responded right away letting me know.) I was given 5 days to accept or decline the offer and I accepted it today!
530020,The University Of South Alabama,CDDS- Speech-Language Pathology,Masters,F17,Accepted,via E,11 May 2017,,,,,,A,16 May 2017,Accepted off the waitlist 5/11/17. I will be accepting and so excited to start in the fall!
530019,"University Of California, Los Angeles (UCLA)",(Civil) Environmental And Water Resources Engineering,Masters,F17,Rejected,via Website,6 May 2017,,,,,,A,16 May 2017,"UCLA is such a joke. I emailed on 5/04 asking for my application fee back if they weren't going to even process my application. Two days later, I got an email telling me to check the website for my results. The rejection letter was dated 5/06. Thanks UCLA, I'll see you on the other side from Berkeley."
530013,"Carleton University, Canada",Aerospace & Mechanical Engineering,PhD,F17,,via Website,15 May 2017,,,,,,I,15 May 2017,"Hello guys, has anyone received a letter or email from Carleton. My status is still reading "" Review in progress by department.""?. I tried emailing them by I got generic response."
530012,London School Of Economics & Political Science (LSE),MSc Accounting And Finance,Masters,F17,Accepted,via E,8 May 2017,,,,,,I,15 May 2017,Strong first class honours from a Russell Group UK University.
530010,Adelhpi University,"CDDS Speech Language Pathology,  Communication Disorders",Masters,F17,Accepted,via Phone,15 May 2017,3.80,146.0,147.0,4.0,n/a,A,15 May 2017,ACCEPTED OFF OF THE WAIT LIST THIS MORNING! ecstatic.
530005,Boston University School Of Medicine,Forensic Anthroplogy,Masters,F17,Accepted,via E,15 May 2017,,,,,,A,15 May 2017,
530000,Paul Merage - UC Irvine,Business Analytics,Masters,F17,Rejected,via E,13 May 2017,,,,,,I,15 May 2017,
529996,Sfu (simon Fraser),Interactive Art And Technology,Masters,F17,,via Other,15 May 2017,,,,,,O,15 May 2017,The answer to the below post: I've got the email from my professor about the waiting list.
529991,Simon Fraser University(SFU),Interactive Arts And Technology,Masters,F17,,via Other,14 May 2017,,,,,,O,14 May 2017,"To posts below, how did you know you were waitlisted?"
529989,University Of Alberta,Statistical Machine Learning,Masters,F17,,via Website,14 May 2017,,,,,,I,14 May 2017,"Did anyone get any answer from them? 
Still pending since January.
Do you have any clue to their timetable?"
529986,University Of South Alabama,CDDS Speech Language Pathology,Masters,F17,Accepted,via E,14 May 2017,,,,,,,14 May 2017,"https://www.facebook.com/groups/218058848697592  
If you're looking for the FB page we just made one, it's named South Alabama SLP class of 2019."
529985,University Of South Alabama,CDDS Speech Language Pathology,Masters,F17,Accepted,via E,14 May 2017,,,,,,,14 May 2017,"https://www.facebook.com/groups/218058848697592/
If you're looking for the FB page we just made one, it's named South Alabama SLP class of 2019."
529975,"The University Of California, Los Angeles (UCLA)",Statistics,PhD,F17,Rejected,via E,13 May 2017,,,,,,,14 May 2017,Got my rejection letter a whole month after the April 15 deadline for choosing a graduate program. This was the first time I had heard anything from this program since applying in December. They were really slow with their admissions process (and this seems to have been an issue in past years too).
529974,University Of Arizona Zuckerman College Of Public Health,Epidemiology,PhD,F17,Accepted,via E,12 May 2017,,,,,,,14 May 2017,No interview before acceptance. No info on funding in email and it seems one must apply separately for it. Will be accepting a better offer from somewhere else.
529964,The University Of South Alabama,CCDS Speech Language Pathology,Masters,F17,,via Other,13 May 2017,,,,,,,13 May 2017,"I was told in the next couple of weeks we would get an email with more information! I don't think there is a page yet, but we could make one! If you want to make one email me at lauren.taggart@asu.edu"
529958,KAUST ( King Abdullah University Of Science And Technology),Adv. Materials Science And Engineering,PhD,F17,Accepted,via E,10 May 2017,,,,,,I,13 May 2017,"finally, good news came from KAUST"
529951,Sfu (simon Fraser),Interactive Art And Technology,Masters,F17,,via E,13 May 2017,,,,,,I,13 May 2017,"Please decline your SFU offer if you have no plan to attend this university! We are on the waiting list. Thank you
"
529948,East Carolina University (ECU),(Applied) Linguisticspeech Language Pathology,Masters,F17,Accepted,via Phone,13 May 2017,,,,,,A,13 May 2017,Has anyone made an fb page for the on campus program?? I only see the DE one.
529944,University Of Amsterdam,Artificial Intelligence,Masters,F17,Accepted,via E,12 May 2017,,,,,,I,13 May 2017,
529939,Sauder UBC,MS In Business Analytcis,Masters,F17,Rejected,via E,12 May 2017,,,,,,I,12 May 2017,rejected after interview
529929,TU Delft,The Berlage Master Of Science In Architecture And Urban Design,Masters,F17,Accepted,via E,10 May 2017,,,,,,O,12 May 2017,"I applied on 4 April, Interviewed on 3 May and got accepted on 10 May"
529928,Georgetown University School Of Continuing Studies,Applied Intelligence,Other,F17,Accepted,via E,10 May 2017,,,,,,A,12 May 2017,MPS Applied Intelligence
529927,Louisiana Tech University,Computational Analysis And Modeling,PhD,F17,Accepted,via E,1 May 2017,,,,,,I,12 May 2017,Accepted with Tuition Fee Waiver and $1200/m Stipend. Nice Program and Institution
529926,Adelphi Manhattan Campus,"CDDS Speech Language Pathology,  Communication Disorders",Masters,F17,Accepted,via Phone,11 May 2017,3.50,152.0,151.0,4.0,n/a,,12 May 2017,Accepted off the waitlist via phone call
529919,The University Of South Alabama,"CDDS Speech Language Pathology,  Communication Disorders",Masters,F17,Accepted,via E,5 Apr 2017,,,,,,A,12 May 2017,I am also attending. Have you heard about registration yet? I am also looking for a Facebook page
529909,University Of Alberta,Agricultural & Resource Economics,PhD,F17,Accepted,via E,12 May 2017,3.40,162.0,163.0,0.0,n/a,I,12 May 2017,
529905,(Arizona State University) ASU,Crative Writing (Fiction),MFA,F17,Rejected,via Website,12 May 2017,,,,,,A,12 May 2017,Found out status by logging into ASU.
529900,The University Of Massachusetts Amherst (UMass),CSD Speech Language Pathology,Masters,F17,Rejected,via Website,11 May 2017,3.90,152.0,150.0,4.0,n/a,,12 May 2017,Not upset about the rejection...only upset it took so long to be notified!
529893,University Of Texas At Austin,"CDDS Speech Language Pathology,  Communication Disordersh Language Pathology",Masters,F17,,via E,12 May 2017,,,,,,A,12 May 2017,"To the person who got off the waitlist for UT Austin, congrats! When did they tell you your place on the waitlist? I'm super nervous and this is my number one school, I'm really hoping to hear from them soon and hopefully I'm not much further below you."
529892,Auburn University,Biosystems Engineering,PhD,F17,Rejected,via E,12 May 2017,3.17,156.0,161.0,4.5,n/a,A,12 May 2017,Low GPA but good extra curriculars. Was offered fellowship but declined admission.
529889,University Of Texas At Austin,"CDDS Speech Language Pathology,  Communication Disorders",Masters,F17,Accepted,via E,11 May 2017,3.80,150.0,150.0,0.0,n/a,I,12 May 2017,Was 25th on their waitlist but have already accepted elsewhere so will not be going.
529887,Columbia University,Applied Analytics,Masters,F17,Rejected,via E,10 May 2017,,,,,,U,12 May 2017,Got a notification to check admission status and found a super short 2-paragraph rejection letter. Haven't heard nothing from December. Wonder what took them so long to write this??? Also they don't share the same career service with Columbia U. Good luck all
529876,The University Of Alabama At Birmingham,"Biomedical  Sciences Graduate Program,  Genetics",PhD,F17,Rejected,via E,11 May 2017,,,,,,A,11 May 2017,
529864,Sfu (simon Fraser),M.Sc Interactive Arts And Technology,Masters,F17,Accepted,via E,9 May 2017,,,,,,I,11 May 2017,"To the poster below. Thank you! I did not contact my potential supervisor, nor did I have any interview."
529863,BI Norwegian Business School,Business Administration (Strategic Management),PhD,F17,Rejected,via E,25 Apr 2017,3.80,42.0,45.0,6.0,710,I,11 May 2017,Overall not a great application experience: they request a 10 page project proposal but provide no response/feedback. If you don't have an inside connection your odds are low
529859,Paris School Of Economics (PSE),Analysis And Policy In Economics M1,Masters,F17,,via E,10 May 2017,3.81,2.0,1.0,1.0,n/a,I,11 May 2017,"Those have been accepted to APE-M1 program and won't accept the offer, please reject it as soon as possible if you already accepted another offer. Being on the waitlist of dream school is like a torture."
529856,University Of Alberta,Occupational Therapy,Masters,F17,Accepted,via E,5 May 2017,,,,,,I,11 May 2017,
529847,"The University Of Alabama At Birmingham, UAB",Public Health (Applied Epidemiology) MSPH,Masters,F17,Accepted,via E,10 May 2017,,,,,,U,11 May 2017,
529841,University Of Amsterdam,MA Development Studies,Masters,F17,Accepted,via E,10 May 2017,,,,,,I,11 May 2017,"After a long wait, I finally got an acceptance email. Already accepted an offer from somewhere else though"
529836,Penn State (PSU) University Park,Adv. Materials Science And Engineering,PhD,F17,,via E,10 May 2017,,,,,,U,11 May 2017,"same as the applicant below..

We have unfortunately not yet identified a spot for you in next year’s class. However, a small number of faculty members are continuing to interview potential students. Therefore, we will keep your application in the status AP-APPL-MI (no decision) through the end of June. 

We recognize that many of you who have not yet received admission from us will have made other plans by now. If you have already committed to a research assistantship from another university, or are otherwise no longer interested in the PhD program in MatSE at Penn State, you are welcome to log into the graduate applications website and cancel your application. If you do so, you will receive no further updates from the program."
529830,Penn State (Pennsylvania State University),Adv. Materials Science And Engineering,PhD,F17,,via E,10 May 2017,,,,,,I,11 May 2017,"Said that I have been no decision on the application and kept it  till end of June, stating that few prof might interview me."
529826,"Columbia  University, Teachers College",Education Policy & Social Analysis - Sociology And Education (M.A.),Masters,F17,Accepted,via E,9 May 2017,,,,,,A,11 May 2017,
529825,New Jersey Institute Of Technology ( NJIT ),Business Administration,MBA,F17,Accepted,via Postal,10 Apr 2017,,,,,,A,11 May 2017,Surprised to get this acceptance as I hadn't gotten any LORs to them yet...
529820,Simon Fraser University (SFU),Interactive Arts And Technology,Masters,F17,,via Other,11 May 2017,,,,,,O,11 May 2017,To the post below: congratulations on your admission. Did you contact potential supervisors?
529810,National Defense Science And Engineering (NDSEG) Fellowship,Aerospace Engineering,PhD,F17,Accepted,via E,10 May 2017,,,,,,,11 May 2017,Accepted from waitlist. Dreams do come true.
529809,(Arizona State University) ASU,(Computer Science - Software Engineering),Masters,F17,Rejected,via Website,11 May 2017,2.93,159.0,156.0,4.0,n/a,A,11 May 2017,"Rejected for sub-3.0 GPA, offered an non-degree option"
529801,Cambridge University,Mphil History Of Art & Architecture,Masters,F17,Rejected,via E,10 May 2017,,,,,,,10 May 2017,
529800,Armstrong State University,Communication Science And Disorders/speech And Language Pathologlogy,Masters,F17,Accepted,via E,10 May 2017,3.80,149.0,149.0,5.0,n/a,A,10 May 2017,Had my interview at 10:00 this morning and was notified of my acceptance 4 hours later via email. SOOOO Excited! Definitely accepting!
529793,Ryerson University,Public Policy And Administration,Masters,F17,Rejected,via E,10 May 2017,,,,,,I,10 May 2017,Expected. Totally forgot about this. Accepting another offer
529784,Armstrong State Universitytrong,Communication Disorders,Masters,F17,,via E,10 May 2017,,,,,,A,10 May 2017,"Had an interview today, should know something Friday"
529782,DePaul University,MFA ACTING,MFA,F17,Rejected,via E,2 May 2017,,,,,,A,10 May 2017,"Rejected off the waitlist, emailed admissions on 5.1 about status, they emailed me the next morning"
529775,National Defense Science And Engineering Graduate (NDSEG) Fellowship,Artificial Intelligence And Robotics,PhD,F17,Accepted,via E,10 May 2017,,,,,,A,10 May 2017,acceptance after waitlist
529758,Concordia University (Canada),Applied Computer Science,Masters,F17,Accepted,via E,10 May 2017,,,,,,I,10 May 2017,
529757,University Of Texas At Austin (UT Austin),( ECE ) Electrical And Computer Engineering,Masters,F17,,via Other,10 May 2017,,,,,,I,10 May 2017,"To the poster below: I too applied for Masters along Solid-state electronics, and still haven't officially heard back from them. When I mailed Barry, he told me to assume a reject. Looks like applying to Masters along SSE was a huge mistake, they just seem to ignore our applications."
529751,Other,Audiology  (Au.D.),PhD,F17,,via Other,10 May 2017,,,,,,A,10 May 2017,"If you have a chance fill this out... https ://docs.google.com /forms/d/e/1FAIpQLSczza0NAGUYnjRsPcNmm_oW6RKG8oAcmFT6ArRQu8KSHKmucw/viewform?usp=pp_url

(no spaces)"
529750,Other,Audiology  (Au.D.),PhD,F17,,via Other,10 May 2017,,,,,,A,10 May 2017,"If you have a chance fill this out... no names are collected

https://docs.google.com/forms/d/e/1FAIpQLSczza0NAGUYnjRsPcNmm_oW6RKG8oAcmFT6ArRQu8KSHKmucw/viewform?usp=pp_url&entry.967112212&entry.2055232012

"
529741,Paris School Of Economics (PSE),Analysis And Policy In Economics M1,Masters,F17,Accepted,via E,10 May 2017,,,,,,I,10 May 2017,Off the waitlist. Would accept the offer. Bonjour Paris et M. Piketty! :)
529740,Western Washington University (WWU),Audiology  (Au.D.),Other,F17,Accepted,via E,9 May 2017,,,,,,,9 May 2017,Was accepted in April but had to decline.  I hope this opens up a spot for someone!
529737,Emily Carr University Of Art And Design,Master Of Fine Arts,Masters,F17,Rejected,via E,28 Mar 2017,,,,,,I,9 May 2017,
529733,University Of Aberdeen,Philosophy,PhD,F17,Accepted,via E,9 May 2017,3.70,163.0,144.0,5.0,n/a,A,9 May 2017,GPA from Phil MA
529728,Sfu (simon Fraser),M.Sc Interactive Arts And Technology,Masters,F17,Accepted,via E,9 May 2017,3.62,154.0,170.0,3.0,n/a,I,9 May 2017,"With approximately 5,000 CAD funding per semester, finally an admission!"
529718,The University Of South Alabama,CDDS Speech Language Pathology,Masters,F17,Accepted,via Phone,9 May 2017,,,,,,,9 May 2017,"Got a phone call this morning and was accepted off the waitlist!! Will be accepting, very excited! Is there a fb page?!"
529717,University Of Alberta,( ECE ) Electrical And Computer Engineering,Masters,F17,,via Other,9 May 2017,,,,,,O,9 May 2017,Hi all! Any updates on ECE applications for Masters (MEng) fall 2017?
529712,The University Of South Alabama,Audiology  (Au.D.),Other,F17,Accepted,via Phone,8 May 2017,,,,,,,9 May 2017,Accepted off the waitlist. I will be declining.
529707,Georgia State University (GSU),Applied Linguistics & TESOL,PhD,F17,Rejected,via E,9 May 2017,4.00,169.0,170.0,6.0,n/a,U,9 May 2017,Fulbright scholarship. 13 publications in applied linguistics/ESL. Held professor position abroad. Have a master's from Spain in applied linguistics and a master's in linguistics from USA. When contacted the director she didn't even know my CV. Disappointing they don't even review the applications.
529704,"TU Delft, Netherlands",Aerospace Eng,Masters,S17,Accepted,via E,9 May 2017,3.60,157.0,165.0,3.0,n/a,I,9 May 2017,Applied from a French Eng. School
529703,National University Of Sinagpore (NUS),Master Of Architecture,Masters,F17,,via Other,9 May 2017,,,,,,I,9 May 2017,Anyone heard of admit for master of architecture with specialization in urban design program? No reply from the University over call or mail.
